3.6247 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x141E84B0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x166A1630>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.5593 	EXP 	blk4: autoDraw = True
5.5593 	EXP 	blk5: autoDraw = True
6.0598 	EXP 	blk1: fillColor = 'red'
6.0598 	EXP 	blk1: lineColor = 'red'
6.0598 	EXP 	blk1: color = 'red'
6.5603 	EXP 	blk1: fillColor = 'white'
6.5603 	EXP 	blk1: lineColor = 'white'
6.5603 	EXP 	blk1: color = 'white'
6.5603 	EXP 	blk2: fillColor = 'red'
6.5603 	EXP 	blk2: lineColor = 'red'
6.5603 	EXP 	blk2: color = 'red'
7.0609 	EXP 	blk2: fillColor = 'white'
7.0609 	EXP 	blk2: lineColor = 'white'
7.0609 	EXP 	blk2: color = 'white'
7.0609 	EXP 	blk3: fillColor = 'red'
7.0609 	EXP 	blk3: lineColor = 'red'
7.0609 	EXP 	blk3: color = 'red'
7.5613 	EXP 	blk3: fillColor = 'white'
7.5613 	EXP 	blk3: lineColor = 'white'
7.5613 	EXP 	blk3: color = 'white'
7.5613 	EXP 	blk4: fillColor = 'red'
7.5613 	EXP 	blk4: lineColor = 'red'
7.5613 	EXP 	blk4: color = 'red'
8.0617 	EXP 	blk4: fillColor = 'white'
8.0617 	EXP 	blk4: lineColor = 'white'
8.0617 	EXP 	blk4: color = 'white'
8.0617 	EXP 	blk5: fillColor = 'red'
8.0617 	EXP 	blk5: lineColor = 'red'
8.0617 	EXP 	blk5: color = 'red'
8.5622 	EXP 	blk5: fillColor = 'white'
8.5622 	EXP 	blk5: lineColor = 'white'
8.5622 	EXP 	blk5: color = 'white'
8.9466 	DATA 	Mouse: Left button down, pos=(814,310)
8.9627 	EXP 	blk1: fillColor = 'darkgrey'
8.9627 	EXP 	blk1: lineColor = 'darkgrey'
8.9627 	EXP 	blk1: color = 'darkgrey'
8.9794 	EXP 	blk1: fillColor = 'darkgrey'
8.9794 	EXP 	blk1: lineColor = 'darkgrey'
8.9794 	EXP 	blk1: color = 'darkgrey'
8.9963 	EXP 	blk1: fillColor = 'darkgrey'
8.9963 	EXP 	blk1: lineColor = 'darkgrey'
8.9963 	EXP 	blk1: color = 'darkgrey'
9.0127 	EXP 	blk1: fillColor = 'darkgrey'
9.0127 	EXP 	blk1: lineColor = 'darkgrey'
9.0127 	EXP 	blk1: color = 'darkgrey'
9.0294 	EXP 	blk1: fillColor = 'darkgrey'
9.0294 	EXP 	blk1: lineColor = 'darkgrey'
9.0294 	EXP 	blk1: color = 'darkgrey'
9.0461 	EXP 	blk1: fillColor = 'darkgrey'
9.0461 	EXP 	blk1: lineColor = 'darkgrey'
9.0461 	EXP 	blk1: color = 'darkgrey'
9.0466 	DATA 	Mouse:  Left button up, pos=(814,310)
9.0628 	EXP 	blk1: fillColor = 'darkgrey'
9.0628 	EXP 	blk1: lineColor = 'darkgrey'
9.0628 	EXP 	blk1: color = 'darkgrey'
9.0795 	EXP 	blk1: fillColor = 'darkgrey'
9.0795 	EXP 	blk1: lineColor = 'darkgrey'
9.0795 	EXP 	blk1: color = 'darkgrey'
9.0962 	EXP 	blk1: fillColor = 'darkgrey'
9.0962 	EXP 	blk1: lineColor = 'darkgrey'
9.0962 	EXP 	blk1: color = 'darkgrey'
9.1128 	EXP 	blk1: fillColor = 'darkgrey'
9.1128 	EXP 	blk1: lineColor = 'darkgrey'
9.1128 	EXP 	blk1: color = 'darkgrey'
9.1296 	EXP 	blk1: fillColor = 'darkgrey'
9.1296 	EXP 	blk1: lineColor = 'darkgrey'
9.1296 	EXP 	blk1: color = 'darkgrey'
9.1462 	EXP 	blk1: fillColor = 'darkgrey'
9.1462 	EXP 	blk1: lineColor = 'darkgrey'
9.1462 	EXP 	blk1: color = 'darkgrey'
9.1631 	EXP 	blk1: fillColor = 'darkgrey'
9.1631 	EXP 	blk1: lineColor = 'darkgrey'
9.1631 	EXP 	blk1: color = 'darkgrey'
9.1794 	EXP 	blk1: fillColor = 'darkgrey'
9.1794 	EXP 	blk1: lineColor = 'darkgrey'
9.1794 	EXP 	blk1: color = 'darkgrey'
9.1963 	EXP 	blk1: fillColor = 'darkgrey'
9.1963 	EXP 	blk1: lineColor = 'darkgrey'
9.1963 	EXP 	blk1: color = 'darkgrey'
9.2129 	EXP 	blk1: fillColor = 'darkgrey'
9.2129 	EXP 	blk1: lineColor = 'darkgrey'
9.2129 	EXP 	blk1: color = 'darkgrey'
9.2298 	EXP 	blk1: fillColor = 'darkgrey'
9.2298 	EXP 	blk1: lineColor = 'darkgrey'
9.2298 	EXP 	blk1: color = 'darkgrey'
9.2465 	EXP 	blk1: fillColor = 'darkgrey'
9.2465 	EXP 	blk1: lineColor = 'darkgrey'
9.2465 	EXP 	blk1: color = 'darkgrey'
9.2629 	EXP 	blk1: fillColor = 'darkgrey'
9.2629 	EXP 	blk1: lineColor = 'darkgrey'
9.2629 	EXP 	blk1: color = 'darkgrey'
9.2796 	EXP 	blk1: fillColor = 'darkgrey'
9.2796 	EXP 	blk1: lineColor = 'darkgrey'
9.2796 	EXP 	blk1: color = 'darkgrey'
9.2963 	EXP 	blk1: fillColor = 'darkgrey'
9.2963 	EXP 	blk1: lineColor = 'darkgrey'
9.2963 	EXP 	blk1: color = 'darkgrey'
9.3130 	EXP 	blk1: fillColor = 'darkgrey'
9.3130 	EXP 	blk1: lineColor = 'darkgrey'
9.3130 	EXP 	blk1: color = 'darkgrey'
9.3297 	EXP 	blk1: fillColor = 'darkgrey'
9.3297 	EXP 	blk1: lineColor = 'darkgrey'
9.3297 	EXP 	blk1: color = 'darkgrey'
9.3302 	DATA 	Mouse: Left button down, pos=(771,226)
9.3464 	EXP 	blk1: fillColor = 'darkgrey'
9.3464 	EXP 	blk1: lineColor = 'darkgrey'
9.3464 	EXP 	blk1: color = 'darkgrey'
9.3464 	EXP 	blk5: fillColor = 'darkgrey'
9.3464 	EXP 	blk5: lineColor = 'darkgrey'
9.3464 	EXP 	blk5: color = 'darkgrey'
9.3633 	EXP 	blk1: fillColor = 'darkgrey'
9.3633 	EXP 	blk1: lineColor = 'darkgrey'
9.3633 	EXP 	blk1: color = 'darkgrey'
9.3633 	EXP 	blk5: fillColor = 'darkgrey'
9.3633 	EXP 	blk5: lineColor = 'darkgrey'
9.3633 	EXP 	blk5: color = 'darkgrey'
9.3798 	EXP 	blk1: fillColor = 'darkgrey'
9.3798 	EXP 	blk1: lineColor = 'darkgrey'
9.3798 	EXP 	blk1: color = 'darkgrey'
9.3798 	EXP 	blk5: fillColor = 'darkgrey'
9.3798 	EXP 	blk5: lineColor = 'darkgrey'
9.3798 	EXP 	blk5: color = 'darkgrey'
9.3965 	EXP 	blk1: fillColor = 'darkgrey'
9.3965 	EXP 	blk1: lineColor = 'darkgrey'
9.3965 	EXP 	blk1: color = 'darkgrey'
9.3965 	EXP 	blk5: fillColor = 'darkgrey'
9.3965 	EXP 	blk5: lineColor = 'darkgrey'
9.3965 	EXP 	blk5: color = 'darkgrey'
9.3970 	DATA 	Mouse:  Left button up, pos=(765,226)
9.4131 	EXP 	blk1: fillColor = 'darkgrey'
9.4131 	EXP 	blk1: lineColor = 'darkgrey'
9.4131 	EXP 	blk1: color = 'darkgrey'
9.4131 	EXP 	blk5: fillColor = 'darkgrey'
9.4131 	EXP 	blk5: lineColor = 'darkgrey'
9.4131 	EXP 	blk5: color = 'darkgrey'
9.4298 	EXP 	blk1: fillColor = 'darkgrey'
9.4298 	EXP 	blk1: lineColor = 'darkgrey'
9.4298 	EXP 	blk1: color = 'darkgrey'
9.4298 	EXP 	blk5: fillColor = 'darkgrey'
9.4298 	EXP 	blk5: lineColor = 'darkgrey'
9.4298 	EXP 	blk5: color = 'darkgrey'
9.4465 	EXP 	blk1: fillColor = 'darkgrey'
9.4465 	EXP 	blk1: lineColor = 'darkgrey'
9.4465 	EXP 	blk1: color = 'darkgrey'
9.4465 	EXP 	blk5: fillColor = 'darkgrey'
9.4465 	EXP 	blk5: lineColor = 'darkgrey'
9.4465 	EXP 	blk5: color = 'darkgrey'
9.4631 	EXP 	blk1: fillColor = 'darkgrey'
9.4631 	EXP 	blk1: lineColor = 'darkgrey'
9.4631 	EXP 	blk1: color = 'darkgrey'
9.4631 	EXP 	blk5: fillColor = 'darkgrey'
9.4631 	EXP 	blk5: lineColor = 'darkgrey'
9.4631 	EXP 	blk5: color = 'darkgrey'
9.4799 	EXP 	blk1: fillColor = 'darkgrey'
9.4799 	EXP 	blk1: lineColor = 'darkgrey'
9.4799 	EXP 	blk1: color = 'darkgrey'
9.4799 	EXP 	blk5: fillColor = 'darkgrey'
9.4799 	EXP 	blk5: lineColor = 'darkgrey'
9.4799 	EXP 	blk5: color = 'darkgrey'
9.4966 	EXP 	blk1: fillColor = 'darkgrey'
9.4966 	EXP 	blk1: lineColor = 'darkgrey'
9.4966 	EXP 	blk1: color = 'darkgrey'
9.4966 	EXP 	blk5: fillColor = 'darkgrey'
9.4966 	EXP 	blk5: lineColor = 'darkgrey'
9.4966 	EXP 	blk5: color = 'darkgrey'
9.5132 	EXP 	blk1: fillColor = 'darkgrey'
9.5132 	EXP 	blk1: lineColor = 'darkgrey'
9.5132 	EXP 	blk1: color = 'darkgrey'
9.5132 	EXP 	blk5: fillColor = 'darkgrey'
9.5132 	EXP 	blk5: lineColor = 'darkgrey'
9.5132 	EXP 	blk5: color = 'darkgrey'
9.5303 	EXP 	blk1: fillColor = 'darkgrey'
9.5303 	EXP 	blk1: lineColor = 'darkgrey'
9.5303 	EXP 	blk1: color = 'darkgrey'
9.5303 	EXP 	blk5: fillColor = 'darkgrey'
9.5303 	EXP 	blk5: lineColor = 'darkgrey'
9.5303 	EXP 	blk5: color = 'darkgrey'
9.5468 	EXP 	blk1: fillColor = 'darkgrey'
9.5468 	EXP 	blk1: lineColor = 'darkgrey'
9.5468 	EXP 	blk1: color = 'darkgrey'
9.5468 	EXP 	blk5: fillColor = 'darkgrey'
9.5468 	EXP 	blk5: lineColor = 'darkgrey'
9.5468 	EXP 	blk5: color = 'darkgrey'
9.5634 	EXP 	blk1: fillColor = 'darkgrey'
9.5634 	EXP 	blk1: lineColor = 'darkgrey'
9.5634 	EXP 	blk1: color = 'darkgrey'
9.5634 	EXP 	blk5: fillColor = 'darkgrey'
9.5634 	EXP 	blk5: lineColor = 'darkgrey'
9.5634 	EXP 	blk5: color = 'darkgrey'
9.5802 	EXP 	blk1: fillColor = 'darkgrey'
9.5802 	EXP 	blk1: lineColor = 'darkgrey'
9.5802 	EXP 	blk1: color = 'darkgrey'
9.5802 	EXP 	blk5: fillColor = 'darkgrey'
9.5802 	EXP 	blk5: lineColor = 'darkgrey'
9.5802 	EXP 	blk5: color = 'darkgrey'
9.5967 	EXP 	blk1: fillColor = 'darkgrey'
9.5967 	EXP 	blk1: lineColor = 'darkgrey'
9.5967 	EXP 	blk1: color = 'darkgrey'
9.5967 	EXP 	blk5: fillColor = 'darkgrey'
9.5967 	EXP 	blk5: lineColor = 'darkgrey'
9.5967 	EXP 	blk5: color = 'darkgrey'
9.6134 	EXP 	blk1: fillColor = 'darkgrey'
9.6134 	EXP 	blk1: lineColor = 'darkgrey'
9.6134 	EXP 	blk1: color = 'darkgrey'
9.6134 	EXP 	blk5: fillColor = 'darkgrey'
9.6134 	EXP 	blk5: lineColor = 'darkgrey'
9.6134 	EXP 	blk5: color = 'darkgrey'
9.6138 	DATA 	Mouse: Left button down, pos=(582,238)
9.6301 	EXP 	blk1: fillColor = 'darkgrey'
9.6301 	EXP 	blk1: lineColor = 'darkgrey'
9.6301 	EXP 	blk1: color = 'darkgrey'
9.6301 	EXP 	blk5: fillColor = 'darkgrey'
9.6301 	EXP 	blk5: lineColor = 'darkgrey'
9.6301 	EXP 	blk5: color = 'darkgrey'
9.6301 	EXP 	blk2: fillColor = 'darkgrey'
9.6301 	EXP 	blk2: lineColor = 'darkgrey'
9.6301 	EXP 	blk2: color = 'darkgrey'
9.6468 	EXP 	blk1: fillColor = 'darkgrey'
9.6468 	EXP 	blk1: lineColor = 'darkgrey'
9.6468 	EXP 	blk1: color = 'darkgrey'
9.6468 	EXP 	blk5: fillColor = 'darkgrey'
9.6468 	EXP 	blk5: lineColor = 'darkgrey'
9.6468 	EXP 	blk5: color = 'darkgrey'
9.6468 	EXP 	blk2: fillColor = 'darkgrey'
9.6468 	EXP 	blk2: lineColor = 'darkgrey'
9.6468 	EXP 	blk2: color = 'darkgrey'
9.6633 	EXP 	blk1: fillColor = 'darkgrey'
9.6633 	EXP 	blk1: lineColor = 'darkgrey'
9.6633 	EXP 	blk1: color = 'darkgrey'
9.6633 	EXP 	blk5: fillColor = 'darkgrey'
9.6633 	EXP 	blk5: lineColor = 'darkgrey'
9.6633 	EXP 	blk5: color = 'darkgrey'
9.6633 	EXP 	blk2: fillColor = 'darkgrey'
9.6633 	EXP 	blk2: lineColor = 'darkgrey'
9.6633 	EXP 	blk2: color = 'darkgrey'
9.6801 	EXP 	blk1: fillColor = 'darkgrey'
9.6801 	EXP 	blk1: lineColor = 'darkgrey'
9.6801 	EXP 	blk1: color = 'darkgrey'
9.6801 	EXP 	blk5: fillColor = 'darkgrey'
9.6801 	EXP 	blk5: lineColor = 'darkgrey'
9.6801 	EXP 	blk5: color = 'darkgrey'
9.6801 	EXP 	blk2: fillColor = 'darkgrey'
9.6801 	EXP 	blk2: lineColor = 'darkgrey'
9.6801 	EXP 	blk2: color = 'darkgrey'
9.6968 	EXP 	blk1: fillColor = 'darkgrey'
9.6968 	EXP 	blk1: lineColor = 'darkgrey'
9.6968 	EXP 	blk1: color = 'darkgrey'
9.6968 	EXP 	blk5: fillColor = 'darkgrey'
9.6968 	EXP 	blk5: lineColor = 'darkgrey'
9.6968 	EXP 	blk5: color = 'darkgrey'
9.6968 	EXP 	blk2: fillColor = 'darkgrey'
9.6968 	EXP 	blk2: lineColor = 'darkgrey'
9.6968 	EXP 	blk2: color = 'darkgrey'
9.7136 	EXP 	blk1: fillColor = 'darkgrey'
9.7136 	EXP 	blk1: lineColor = 'darkgrey'
9.7136 	EXP 	blk1: color = 'darkgrey'
9.7136 	EXP 	blk5: fillColor = 'darkgrey'
9.7136 	EXP 	blk5: lineColor = 'darkgrey'
9.7136 	EXP 	blk5: color = 'darkgrey'
9.7136 	EXP 	blk2: fillColor = 'darkgrey'
9.7136 	EXP 	blk2: lineColor = 'darkgrey'
9.7136 	EXP 	blk2: color = 'darkgrey'
9.7141 	DATA 	Mouse:  Left button up, pos=(583,238)
9.7303 	EXP 	blk1: fillColor = 'darkgrey'
9.7303 	EXP 	blk1: lineColor = 'darkgrey'
9.7303 	EXP 	blk1: color = 'darkgrey'
9.7303 	EXP 	blk5: fillColor = 'darkgrey'
9.7303 	EXP 	blk5: lineColor = 'darkgrey'
9.7303 	EXP 	blk5: color = 'darkgrey'
9.7303 	EXP 	blk2: fillColor = 'darkgrey'
9.7303 	EXP 	blk2: lineColor = 'darkgrey'
9.7303 	EXP 	blk2: color = 'darkgrey'
9.7468 	EXP 	blk1: fillColor = 'darkgrey'
9.7468 	EXP 	blk1: lineColor = 'darkgrey'
9.7468 	EXP 	blk1: color = 'darkgrey'
9.7468 	EXP 	blk5: fillColor = 'darkgrey'
9.7468 	EXP 	blk5: lineColor = 'darkgrey'
9.7468 	EXP 	blk5: color = 'darkgrey'
9.7468 	EXP 	blk2: fillColor = 'darkgrey'
9.7468 	EXP 	blk2: lineColor = 'darkgrey'
9.7468 	EXP 	blk2: color = 'darkgrey'
9.7637 	EXP 	blk1: fillColor = 'darkgrey'
9.7637 	EXP 	blk1: lineColor = 'darkgrey'
9.7637 	EXP 	blk1: color = 'darkgrey'
9.7637 	EXP 	blk5: fillColor = 'darkgrey'
9.7637 	EXP 	blk5: lineColor = 'darkgrey'
9.7637 	EXP 	blk5: color = 'darkgrey'
9.7637 	EXP 	blk2: fillColor = 'darkgrey'
9.7637 	EXP 	blk2: lineColor = 'darkgrey'
9.7637 	EXP 	blk2: color = 'darkgrey'
9.7803 	EXP 	blk1: fillColor = 'darkgrey'
9.7803 	EXP 	blk1: lineColor = 'darkgrey'
9.7803 	EXP 	blk1: color = 'darkgrey'
9.7803 	EXP 	blk5: fillColor = 'darkgrey'
9.7803 	EXP 	blk5: lineColor = 'darkgrey'
9.7803 	EXP 	blk5: color = 'darkgrey'
9.7803 	EXP 	blk2: fillColor = 'darkgrey'
9.7803 	EXP 	blk2: lineColor = 'darkgrey'
9.7803 	EXP 	blk2: color = 'darkgrey'
9.7969 	EXP 	blk1: fillColor = 'darkgrey'
9.7969 	EXP 	blk1: lineColor = 'darkgrey'
9.7969 	EXP 	blk1: color = 'darkgrey'
9.7969 	EXP 	blk5: fillColor = 'darkgrey'
9.7969 	EXP 	blk5: lineColor = 'darkgrey'
9.7969 	EXP 	blk5: color = 'darkgrey'
9.7969 	EXP 	blk2: fillColor = 'darkgrey'
9.7969 	EXP 	blk2: lineColor = 'darkgrey'
9.7969 	EXP 	blk2: color = 'darkgrey'
9.8136 	EXP 	blk1: fillColor = 'darkgrey'
9.8136 	EXP 	blk1: lineColor = 'darkgrey'
9.8136 	EXP 	blk1: color = 'darkgrey'
9.8136 	EXP 	blk5: fillColor = 'darkgrey'
9.8136 	EXP 	blk5: lineColor = 'darkgrey'
9.8136 	EXP 	blk5: color = 'darkgrey'
9.8136 	EXP 	blk2: fillColor = 'darkgrey'
9.8136 	EXP 	blk2: lineColor = 'darkgrey'
9.8136 	EXP 	blk2: color = 'darkgrey'
9.8304 	EXP 	blk1: fillColor = 'darkgrey'
9.8304 	EXP 	blk1: lineColor = 'darkgrey'
9.8304 	EXP 	blk1: color = 'darkgrey'
9.8304 	EXP 	blk5: fillColor = 'darkgrey'
9.8304 	EXP 	blk5: lineColor = 'darkgrey'
9.8304 	EXP 	blk5: color = 'darkgrey'
9.8304 	EXP 	blk2: fillColor = 'darkgrey'
9.8304 	EXP 	blk2: lineColor = 'darkgrey'
9.8304 	EXP 	blk2: color = 'darkgrey'
9.8469 	EXP 	blk1: fillColor = 'darkgrey'
9.8469 	EXP 	blk1: lineColor = 'darkgrey'
9.8469 	EXP 	blk1: color = 'darkgrey'
9.8469 	EXP 	blk5: fillColor = 'darkgrey'
9.8469 	EXP 	blk5: lineColor = 'darkgrey'
9.8469 	EXP 	blk5: color = 'darkgrey'
9.8469 	EXP 	blk2: fillColor = 'darkgrey'
9.8469 	EXP 	blk2: lineColor = 'darkgrey'
9.8469 	EXP 	blk2: color = 'darkgrey'
9.8636 	EXP 	blk1: fillColor = 'darkgrey'
9.8636 	EXP 	blk1: lineColor = 'darkgrey'
9.8636 	EXP 	blk1: color = 'darkgrey'
9.8636 	EXP 	blk5: fillColor = 'darkgrey'
9.8636 	EXP 	blk5: lineColor = 'darkgrey'
9.8636 	EXP 	blk5: color = 'darkgrey'
9.8636 	EXP 	blk2: fillColor = 'darkgrey'
9.8636 	EXP 	blk2: lineColor = 'darkgrey'
9.8636 	EXP 	blk2: color = 'darkgrey'
9.8803 	EXP 	blk1: fillColor = 'darkgrey'
9.8803 	EXP 	blk1: lineColor = 'darkgrey'
9.8803 	EXP 	blk1: color = 'darkgrey'
9.8803 	EXP 	blk5: fillColor = 'darkgrey'
9.8803 	EXP 	blk5: lineColor = 'darkgrey'
9.8803 	EXP 	blk5: color = 'darkgrey'
9.8803 	EXP 	blk2: fillColor = 'darkgrey'
9.8803 	EXP 	blk2: lineColor = 'darkgrey'
9.8803 	EXP 	blk2: color = 'darkgrey'
9.8972 	EXP 	blk1: fillColor = 'darkgrey'
9.8972 	EXP 	blk1: lineColor = 'darkgrey'
9.8972 	EXP 	blk1: color = 'darkgrey'
9.8972 	EXP 	blk5: fillColor = 'darkgrey'
9.8972 	EXP 	blk5: lineColor = 'darkgrey'
9.8972 	EXP 	blk5: color = 'darkgrey'
9.8972 	EXP 	blk2: fillColor = 'darkgrey'
9.8972 	EXP 	blk2: lineColor = 'darkgrey'
9.8972 	EXP 	blk2: color = 'darkgrey'
9.9142 	EXP 	blk1: fillColor = 'darkgrey'
9.9142 	EXP 	blk1: lineColor = 'darkgrey'
9.9142 	EXP 	blk1: color = 'darkgrey'
9.9142 	EXP 	blk5: fillColor = 'darkgrey'
9.9142 	EXP 	blk5: lineColor = 'darkgrey'
9.9142 	EXP 	blk5: color = 'darkgrey'
9.9142 	EXP 	blk2: fillColor = 'darkgrey'
9.9142 	EXP 	blk2: lineColor = 'darkgrey'
9.9142 	EXP 	blk2: color = 'darkgrey'
