4.4284 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x14F694B0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x16621630>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.0835 	EXP 	blk1: autoDraw = False
10.0835 	EXP 	blk2: autoDraw = False
10.0835 	EXP 	blk3: autoDraw = False
10.0835 	EXP 	blk4: autoDraw = False
10.0835 	EXP 	blk5: autoDraw = False
10.0835 	EXP 	blank: autoDraw = True
10.3011 	DATA 	Mouse: Left button down, pos=(672,426)
10.3845 	DATA 	Mouse:  Left button up, pos=(672,426)
10.5840 	EXP 	blank: autoDraw = False
10.5840 	EXP 	blank: autoDraw = False
10.5840 	EXP 	blk1: pos = array([-0.19626104,  0.16766335])
10.5840 	EXP 	blk1: fillColor = 'white'
10.5840 	EXP 	blk1: lineColor = 'white'
10.5840 	EXP 	blk1: color = 'white'
10.5840 	EXP 	blk2: pos = array([-0.08926426,  0.33186071])
10.5840 	EXP 	blk2: fillColor = 'white'
10.5840 	EXP 	blk2: lineColor = 'white'
10.5840 	EXP 	blk2: color = 'white'
10.5840 	EXP 	blk3: pos = array([ 0.18292395, -0.28607585])
10.5840 	EXP 	blk3: fillColor = 'white'
10.5840 	EXP 	blk3: lineColor = 'white'
10.5840 	EXP 	blk3: color = 'white'
10.5840 	EXP 	blk4: pos = array([-0.23068626, -0.17002506])
10.5840 	EXP 	blk4: fillColor = 'white'
10.5840 	EXP 	blk4: lineColor = 'white'
10.5840 	EXP 	blk4: color = 'white'
10.5840 	EXP 	blk5: pos = array([-0.05799978,  0.13171138])
10.5840 	EXP 	blk5: fillColor = 'white'
10.5840 	EXP 	blk5: lineColor = 'white'
10.5840 	EXP 	blk5: color = 'white'
10.5840 	EXP 	blk1: autoDraw = True
10.5840 	EXP 	blk2: autoDraw = True
10.5840 	EXP 	blk3: autoDraw = True
10.5840 	EXP 	blk4: autoDraw = True
10.5840 	EXP 	blk5: autoDraw = True
11.0845 	EXP 	blk1: fillColor = 'red'
11.0845 	EXP 	blk1: lineColor = 'red'
11.0845 	EXP 	blk1: color = 'red'
11.5851 	EXP 	blk1: fillColor = 'white'
11.5851 	EXP 	blk1: lineColor = 'white'
11.5851 	EXP 	blk1: color = 'white'
11.5851 	EXP 	blk2: fillColor = 'red'
11.5851 	EXP 	blk2: lineColor = 'red'
11.5851 	EXP 	blk2: color = 'red'
12.0855 	EXP 	blk2: fillColor = 'white'
12.0855 	EXP 	blk2: lineColor = 'white'
12.0855 	EXP 	blk2: color = 'white'
12.0855 	EXP 	blk3: fillColor = 'red'
12.0855 	EXP 	blk3: lineColor = 'red'
12.0855 	EXP 	blk3: color = 'red'
12.5861 	EXP 	blk3: fillColor = 'white'
12.5861 	EXP 	blk3: lineColor = 'white'
12.5861 	EXP 	blk3: color = 'white'
12.5861 	EXP 	blk4: fillColor = 'red'
12.5861 	EXP 	blk4: lineColor = 'red'
12.5861 	EXP 	blk4: color = 'red'
13.0865 	EXP 	blk4: fillColor = 'white'
13.0865 	EXP 	blk4: lineColor = 'white'
13.0865 	EXP 	blk4: color = 'white'
13.0865 	EXP 	blk5: fillColor = 'red'
13.0865 	EXP 	blk5: lineColor = 'red'
13.0865 	EXP 	blk5: color = 'red'
13.5871 	EXP 	blk5: fillColor = 'white'
13.5871 	EXP 	blk5: lineColor = 'white'
13.5871 	EXP 	blk5: color = 'white'
14.5046 	EXP 	blk5: fillColor = 'darkgrey'
14.5046 	EXP 	blk5: lineColor = 'darkgrey'
14.5046 	EXP 	blk5: color = 'darkgrey'
14.5214 	EXP 	blk5: fillColor = 'darkgrey'
14.5214 	EXP 	blk5: lineColor = 'darkgrey'
14.5214 	EXP 	blk5: color = 'darkgrey'
14.5214 	EXP 	blk5: fillColor = 'darkgrey'
14.5214 	EXP 	blk5: lineColor = 'darkgrey'
14.5214 	EXP 	blk5: color = 'darkgrey'
14.5381 	EXP 	blk5: fillColor = 'darkgrey'
14.5381 	EXP 	blk5: lineColor = 'darkgrey'
14.5381 	EXP 	blk5: color = 'darkgrey'
14.5381 	EXP 	blk5: fillColor = 'darkgrey'
14.5381 	EXP 	blk5: lineColor = 'darkgrey'
14.5381 	EXP 	blk5: color = 'darkgrey'
14.5381 	EXP 	blk5: fillColor = 'darkgrey'
14.5381 	EXP 	blk5: lineColor = 'darkgrey'
14.5381 	EXP 	blk5: color = 'darkgrey'
14.5548 	EXP 	blk5: fillColor = 'darkgrey'
14.5548 	EXP 	blk5: lineColor = 'darkgrey'
14.5548 	EXP 	blk5: color = 'darkgrey'
14.5548 	EXP 	blk5: fillColor = 'darkgrey'
14.5548 	EXP 	blk5: lineColor = 'darkgrey'
14.5548 	EXP 	blk5: color = 'darkgrey'
14.5548 	EXP 	blk5: fillColor = 'darkgrey'
14.5548 	EXP 	blk5: lineColor = 'darkgrey'
14.5548 	EXP 	blk5: color = 'darkgrey'
14.5548 	EXP 	blk5: fillColor = 'darkgrey'
14.5548 	EXP 	blk5: lineColor = 'darkgrey'
14.5548 	EXP 	blk5: color = 'darkgrey'
14.5560 	EXP 	New trial (rep=2, index=0): OrderedDict([('sequence', ['blk1', 'blk2', 'blk3', 'blk4', 'blk5']), ('blockDuration', 0.5)])
14.5714 	EXP 	blk5: fillColor = 'darkgrey'
14.5714 	EXP 	blk5: lineColor = 'darkgrey'
14.5714 	EXP 	blk5: color = 'darkgrey'
14.5714 	EXP 	blk5: fillColor = 'darkgrey'
14.5714 	EXP 	blk5: lineColor = 'darkgrey'
14.5714 	EXP 	blk5: color = 'darkgrey'
14.5714 	EXP 	blk5: fillColor = 'darkgrey'
14.5714 	EXP 	blk5: lineColor = 'darkgrey'
14.5714 	EXP 	blk5: color = 'darkgrey'
14.5714 	EXP 	blk5: fillColor = 'darkgrey'
14.5714 	EXP 	blk5: lineColor = 'darkgrey'
14.5714 	EXP 	blk5: color = 'darkgrey'
14.5714 	EXP 	blk5: fillColor = 'darkgrey'
14.5714 	EXP 	blk5: lineColor = 'darkgrey'
14.5714 	EXP 	blk5: color = 'darkgrey'
14.5714 	EXP 	blk1: autoDraw = False
14.5714 	EXP 	blk2: autoDraw = False
14.5714 	EXP 	blk3: autoDraw = False
14.5714 	EXP 	blk4: autoDraw = False
14.5714 	EXP 	blk5: autoDraw = False
14.5714 	EXP 	blank: autoDraw = True
14.6220 	DATA 	Mouse: Left button down, pos=(918,685)
14.7222 	DATA 	Mouse:  Left button up, pos=(918,685)
15.0719 	EXP 	blank: autoDraw = False
15.0719 	EXP 	blank: autoDraw = False
15.0719 	EXP 	blk1: pos = array([-0.09743617,  0.2786433 ])
15.0719 	EXP 	blk1: fillColor = 'white'
15.0719 	EXP 	blk1: lineColor = 'white'
15.0719 	EXP 	blk1: color = 'white'
15.0719 	EXP 	blk2: pos = array([0.05478298, 0.1183895 ])
15.0719 	EXP 	blk2: fillColor = 'white'
15.0719 	EXP 	blk2: lineColor = 'white'
15.0719 	EXP 	blk2: color = 'white'
15.0719 	EXP 	blk3: pos = array([ 0.18636722, -0.34158548])
15.0719 	EXP 	blk3: fillColor = 'white'
15.0719 	EXP 	blk3: lineColor = 'white'
15.0719 	EXP 	blk3: color = 'white'
15.0719 	EXP 	blk4: pos = array([ 0.12379693, -0.29193274])
15.0719 	EXP 	blk4: fillColor = 'white'
15.0719 	EXP 	blk4: lineColor = 'white'
15.0719 	EXP 	blk4: color = 'white'
15.0719 	EXP 	blk5: pos = array([ 0.30231352, -0.01047061])
15.0719 	EXP 	blk5: fillColor = 'white'
15.0719 	EXP 	blk5: lineColor = 'white'
15.0719 	EXP 	blk5: color = 'white'
15.0719 	EXP 	blk1: autoDraw = True
15.0719 	EXP 	blk2: autoDraw = True
15.0719 	EXP 	blk3: autoDraw = True
15.0719 	EXP 	blk4: autoDraw = True
15.0719 	EXP 	blk5: autoDraw = True
15.1224 	DATA 	Keypress: escape
15.1639 	EXP 	window1: mouseVisible = True
