3.7118 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x140E84D0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x165A1630>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.9674 	EXP 	blk1: fillColor = 'darkgrey'
9.9674 	EXP 	blk1: lineColor = 'darkgrey'
9.9674 	EXP 	blk1: color = 'darkgrey'
9.9681 	DATA 	Mouse: Left button down, pos=(1334,859)
9.9842 	EXP 	blk1: fillColor = 'darkgrey'
9.9842 	EXP 	blk1: lineColor = 'darkgrey'
9.9842 	EXP 	blk1: color = 'darkgrey'
9.9842 	EXP 	blk1: fillColor = 'darkgrey'
9.9842 	EXP 	blk1: lineColor = 'darkgrey'
9.9842 	EXP 	blk1: color = 'darkgrey'
9.9842 	EXP 	blk1: fillColor = 'darkgrey'
9.9842 	EXP 	blk1: lineColor = 'darkgrey'
9.9842 	EXP 	blk1: color = 'darkgrey'
10.0008 	EXP 	blk1: fillColor = 'darkgrey'
10.0008 	EXP 	blk1: lineColor = 'darkgrey'
10.0008 	EXP 	blk1: color = 'darkgrey'
10.0008 	EXP 	blk1: fillColor = 'darkgrey'
10.0008 	EXP 	blk1: lineColor = 'darkgrey'
10.0008 	EXP 	blk1: color = 'darkgrey'
10.0008 	EXP 	blk1: fillColor = 'darkgrey'
10.0008 	EXP 	blk1: lineColor = 'darkgrey'
10.0008 	EXP 	blk1: color = 'darkgrey'
10.0174 	EXP 	blk1: fillColor = 'darkgrey'
10.0174 	EXP 	blk1: lineColor = 'darkgrey'
10.0174 	EXP 	blk1: color = 'darkgrey'
10.0174 	EXP 	blk1: fillColor = 'darkgrey'
10.0174 	EXP 	blk1: lineColor = 'darkgrey'
10.0174 	EXP 	blk1: color = 'darkgrey'
10.0174 	EXP 	blk1: fillColor = 'darkgrey'
10.0174 	EXP 	blk1: lineColor = 'darkgrey'
10.0174 	EXP 	blk1: color = 'darkgrey'
10.0343 	EXP 	blk1: fillColor = 'darkgrey'
10.0343 	EXP 	blk1: lineColor = 'darkgrey'
10.0343 	EXP 	blk1: color = 'darkgrey'
10.0343 	EXP 	blk1: fillColor = 'darkgrey'
10.0343 	EXP 	blk1: lineColor = 'darkgrey'
10.0343 	EXP 	blk1: color = 'darkgrey'
10.0343 	EXP 	blk1: fillColor = 'darkgrey'
10.0343 	EXP 	blk1: lineColor = 'darkgrey'
10.0343 	EXP 	blk1: color = 'darkgrey'
10.0509 	EXP 	blk1: fillColor = 'darkgrey'
10.0509 	EXP 	blk1: lineColor = 'darkgrey'
10.0509 	EXP 	blk1: color = 'darkgrey'
10.0509 	EXP 	blk1: fillColor = 'darkgrey'
10.0509 	EXP 	blk1: lineColor = 'darkgrey'
10.0509 	EXP 	blk1: color = 'darkgrey'
10.0509 	EXP 	blk1: fillColor = 'darkgrey'
10.0509 	EXP 	blk1: lineColor = 'darkgrey'
10.0509 	EXP 	blk1: color = 'darkgrey'
10.0673 	EXP 	blk1: fillColor = 'darkgrey'
10.0673 	EXP 	blk1: lineColor = 'darkgrey'
10.0673 	EXP 	blk1: color = 'darkgrey'
10.0673 	EXP 	blk1: fillColor = 'darkgrey'
10.0673 	EXP 	blk1: lineColor = 'darkgrey'
10.0673 	EXP 	blk1: color = 'darkgrey'
10.0673 	EXP 	blk1: fillColor = 'darkgrey'
10.0673 	EXP 	blk1: lineColor = 'darkgrey'
10.0673 	EXP 	blk1: color = 'darkgrey'
10.0678 	DATA 	Mouse:  Left button up, pos=(1334,859)
10.0844 	EXP 	blk1: fillColor = 'darkgrey'
10.0844 	EXP 	blk1: lineColor = 'darkgrey'
10.0844 	EXP 	blk1: color = 'darkgrey'
10.0844 	EXP 	blk1: fillColor = 'darkgrey'
10.0844 	EXP 	blk1: lineColor = 'darkgrey'
10.0844 	EXP 	blk1: color = 'darkgrey'
10.0844 	EXP 	blk1: fillColor = 'darkgrey'
10.0844 	EXP 	blk1: lineColor = 'darkgrey'
10.0844 	EXP 	blk1: color = 'darkgrey'
10.1007 	EXP 	blk1: fillColor = 'darkgrey'
10.1007 	EXP 	blk1: lineColor = 'darkgrey'
10.1007 	EXP 	blk1: color = 'darkgrey'
10.1007 	EXP 	blk1: fillColor = 'darkgrey'
10.1007 	EXP 	blk1: lineColor = 'darkgrey'
10.1007 	EXP 	blk1: color = 'darkgrey'
10.1007 	EXP 	blk1: fillColor = 'darkgrey'
10.1007 	EXP 	blk1: lineColor = 'darkgrey'
10.1007 	EXP 	blk1: color = 'darkgrey'
10.1176 	EXP 	blk1: fillColor = 'darkgrey'
10.1176 	EXP 	blk1: lineColor = 'darkgrey'
10.1176 	EXP 	blk1: color = 'darkgrey'
10.1176 	EXP 	blk1: fillColor = 'darkgrey'
10.1176 	EXP 	blk1: lineColor = 'darkgrey'
10.1176 	EXP 	blk1: color = 'darkgrey'
10.1176 	EXP 	blk1: fillColor = 'darkgrey'
10.1176 	EXP 	blk1: lineColor = 'darkgrey'
10.1176 	EXP 	blk1: color = 'darkgrey'
10.1342 	EXP 	blk1: fillColor = 'darkgrey'
10.1342 	EXP 	blk1: lineColor = 'darkgrey'
10.1342 	EXP 	blk1: color = 'darkgrey'
10.1342 	EXP 	blk1: fillColor = 'darkgrey'
10.1342 	EXP 	blk1: lineColor = 'darkgrey'
10.1342 	EXP 	blk1: color = 'darkgrey'
10.1342 	EXP 	blk1: fillColor = 'darkgrey'
10.1342 	EXP 	blk1: lineColor = 'darkgrey'
10.1342 	EXP 	blk1: color = 'darkgrey'
10.1509 	EXP 	blk1: fillColor = 'darkgrey'
10.1509 	EXP 	blk1: lineColor = 'darkgrey'
10.1509 	EXP 	blk1: color = 'darkgrey'
10.1509 	EXP 	blk1: fillColor = 'darkgrey'
10.1509 	EXP 	blk1: lineColor = 'darkgrey'
10.1509 	EXP 	blk1: color = 'darkgrey'
10.1509 	EXP 	blk1: fillColor = 'darkgrey'
10.1509 	EXP 	blk1: lineColor = 'darkgrey'
10.1509 	EXP 	blk1: color = 'darkgrey'
10.1675 	EXP 	blk1: fillColor = 'darkgrey'
10.1675 	EXP 	blk1: lineColor = 'darkgrey'
10.1675 	EXP 	blk1: color = 'darkgrey'
10.1675 	EXP 	blk1: fillColor = 'darkgrey'
10.1675 	EXP 	blk1: lineColor = 'darkgrey'
10.1675 	EXP 	blk1: color = 'darkgrey'
10.1675 	EXP 	blk1: fillColor = 'darkgrey'
10.1675 	EXP 	blk1: lineColor = 'darkgrey'
10.1675 	EXP 	blk1: color = 'darkgrey'
10.1843 	EXP 	blk1: fillColor = 'darkgrey'
10.1843 	EXP 	blk1: lineColor = 'darkgrey'
10.1843 	EXP 	blk1: color = 'darkgrey'
10.1843 	EXP 	blk1: fillColor = 'darkgrey'
10.1843 	EXP 	blk1: lineColor = 'darkgrey'
10.1843 	EXP 	blk1: color = 'darkgrey'
10.1843 	EXP 	blk1: fillColor = 'darkgrey'
10.1843 	EXP 	blk1: lineColor = 'darkgrey'
10.1843 	EXP 	blk1: color = 'darkgrey'
10.1848 	DATA 	Mouse: Left button down, pos=(1334,859)
10.2008 	EXP 	blk1: fillColor = 'darkgrey'
10.2008 	EXP 	blk1: lineColor = 'darkgrey'
10.2008 	EXP 	blk1: color = 'darkgrey'
10.2008 	EXP 	blk1: fillColor = 'darkgrey'
10.2008 	EXP 	blk1: lineColor = 'darkgrey'
10.2008 	EXP 	blk1: color = 'darkgrey'
10.2008 	EXP 	blk1: fillColor = 'darkgrey'
10.2008 	EXP 	blk1: lineColor = 'darkgrey'
10.2008 	EXP 	blk1: color = 'darkgrey'
10.2008 	EXP 	blk1: fillColor = 'darkgrey'
10.2008 	EXP 	blk1: lineColor = 'darkgrey'
10.2008 	EXP 	blk1: color = 'darkgrey'
10.2178 	EXP 	blk1: fillColor = 'darkgrey'
10.2178 	EXP 	blk1: lineColor = 'darkgrey'
10.2178 	EXP 	blk1: color = 'darkgrey'
10.2178 	EXP 	blk1: fillColor = 'darkgrey'
10.2178 	EXP 	blk1: lineColor = 'darkgrey'
10.2178 	EXP 	blk1: color = 'darkgrey'
10.2178 	EXP 	blk1: fillColor = 'darkgrey'
10.2178 	EXP 	blk1: lineColor = 'darkgrey'
10.2178 	EXP 	blk1: color = 'darkgrey'
10.2178 	EXP 	blk1: fillColor = 'darkgrey'
10.2178 	EXP 	blk1: lineColor = 'darkgrey'
10.2178 	EXP 	blk1: color = 'darkgrey'
10.2342 	EXP 	blk1: fillColor = 'darkgrey'
10.2342 	EXP 	blk1: lineColor = 'darkgrey'
10.2342 	EXP 	blk1: color = 'darkgrey'
10.2342 	EXP 	blk1: fillColor = 'darkgrey'
10.2342 	EXP 	blk1: lineColor = 'darkgrey'
10.2342 	EXP 	blk1: color = 'darkgrey'
10.2342 	EXP 	blk1: fillColor = 'darkgrey'
10.2342 	EXP 	blk1: lineColor = 'darkgrey'
10.2342 	EXP 	blk1: color = 'darkgrey'
10.2342 	EXP 	blk1: fillColor = 'darkgrey'
10.2342 	EXP 	blk1: lineColor = 'darkgrey'
10.2342 	EXP 	blk1: color = 'darkgrey'
10.2508 	EXP 	blk1: fillColor = 'darkgrey'
10.2508 	EXP 	blk1: lineColor = 'darkgrey'
10.2508 	EXP 	blk1: color = 'darkgrey'
10.2508 	EXP 	blk1: fillColor = 'darkgrey'
10.2508 	EXP 	blk1: lineColor = 'darkgrey'
10.2508 	EXP 	blk1: color = 'darkgrey'
10.2508 	EXP 	blk1: fillColor = 'darkgrey'
10.2508 	EXP 	blk1: lineColor = 'darkgrey'
10.2508 	EXP 	blk1: color = 'darkgrey'
10.2508 	EXP 	blk1: fillColor = 'darkgrey'
10.2508 	EXP 	blk1: lineColor = 'darkgrey'
10.2508 	EXP 	blk1: color = 'darkgrey'
10.2679 	EXP 	blk1: fillColor = 'darkgrey'
10.2679 	EXP 	blk1: lineColor = 'darkgrey'
10.2679 	EXP 	blk1: color = 'darkgrey'
10.2679 	EXP 	blk1: fillColor = 'darkgrey'
10.2679 	EXP 	blk1: lineColor = 'darkgrey'
10.2679 	EXP 	blk1: color = 'darkgrey'
10.2679 	EXP 	blk1: fillColor = 'darkgrey'
10.2679 	EXP 	blk1: lineColor = 'darkgrey'
10.2679 	EXP 	blk1: color = 'darkgrey'
10.2679 	EXP 	blk1: fillColor = 'darkgrey'
10.2679 	EXP 	blk1: lineColor = 'darkgrey'
10.2679 	EXP 	blk1: color = 'darkgrey'
10.2842 	EXP 	blk1: fillColor = 'darkgrey'
10.2842 	EXP 	blk1: lineColor = 'darkgrey'
10.2842 	EXP 	blk1: color = 'darkgrey'
10.2842 	EXP 	blk1: fillColor = 'darkgrey'
10.2842 	EXP 	blk1: lineColor = 'darkgrey'
10.2842 	EXP 	blk1: color = 'darkgrey'
10.2842 	EXP 	blk1: fillColor = 'darkgrey'
10.2842 	EXP 	blk1: lineColor = 'darkgrey'
10.2842 	EXP 	blk1: color = 'darkgrey'
10.2842 	EXP 	blk1: fillColor = 'darkgrey'
10.2842 	EXP 	blk1: lineColor = 'darkgrey'
10.2842 	EXP 	blk1: color = 'darkgrey'
10.3010 	EXP 	blk1: fillColor = 'darkgrey'
10.3010 	EXP 	blk1: lineColor = 'darkgrey'
10.3010 	EXP 	blk1: color = 'darkgrey'
10.3010 	EXP 	blk1: fillColor = 'darkgrey'
10.3010 	EXP 	blk1: lineColor = 'darkgrey'
10.3010 	EXP 	blk1: color = 'darkgrey'
10.3010 	EXP 	blk1: fillColor = 'darkgrey'
10.3010 	EXP 	blk1: lineColor = 'darkgrey'
10.3010 	EXP 	blk1: color = 'darkgrey'
10.3010 	EXP 	blk1: fillColor = 'darkgrey'
10.3010 	EXP 	blk1: lineColor = 'darkgrey'
10.3010 	EXP 	blk1: color = 'darkgrey'
10.3015 	DATA 	Mouse:  Left button up, pos=(1334,859)
10.3178 	EXP 	blk1: fillColor = 'darkgrey'
10.3178 	EXP 	blk1: lineColor = 'darkgrey'
10.3178 	EXP 	blk1: color = 'darkgrey'
10.3178 	EXP 	blk1: fillColor = 'darkgrey'
10.3178 	EXP 	blk1: lineColor = 'darkgrey'
10.3178 	EXP 	blk1: color = 'darkgrey'
10.3178 	EXP 	blk1: fillColor = 'darkgrey'
10.3178 	EXP 	blk1: lineColor = 'darkgrey'
10.3178 	EXP 	blk1: color = 'darkgrey'
10.3178 	EXP 	blk1: fillColor = 'darkgrey'
10.3178 	EXP 	blk1: lineColor = 'darkgrey'
